ATTOM_ID,Address,YrBuilt,Size,AVM_Value,Baxer_Appraised,biased
7332710,"1411 W RIDGEWOOD CT, SAN ANTONIO, TX 78201",1946,756,157375,103819,1
7332917,"1706 EDISON DR, SAN ANTONIO, TX 78201",2001,1408,204202,185100,1
7337106,"1014 W MARIPOSA DR, SAN ANTONIO, TX 78201",1949,884,171262,125550,1
7337107,"1027 W MARIPOSA DR, SAN ANTONIO, TX 78201",1953,972,188106,132942,1
7337159,"1710 HERMINE BLVD, SAN ANTONIO, TX 78201",1947,681,184831,131560,1
7337160,"1603 THORAIN BLVD, SAN ANTONIO, TX 78201",1948,1398,226823,190089,1
7337161,"1429 THORAIN BLVD, SAN ANTONIO, TX 78201",2005,1214,242075,203195,1
7337162,"1521 ALHAMBRA, SAN ANTONIO, TX 78201",1946,720,187239,136460,1
7337247,"215 VENICE, SAN ANTONIO, TX 78201",1950,720,153018,101929,1
7337248,"867 SAN ANGELO, SAN ANTONIO, TX 78201",1950,1468,201779,214350,1
7337249,"927 SAN ANGELO, SAN ANTONIO, TX 78201",1953,1167,169408,114621,1
7337676,"1503 W RIDGEWOOD CT, SAN ANTONIO, TX 78201",1925,1184,168577,155000,1
7337677,"402 VIENDO, SAN ANTONIO, TX 78201",1941,734,163248,146300,1
7337678,"1503 PASADENA, SAN ANTONIO, TX 78201",1963,1057,161485,166940,1
7337683,"1006 EL MONTE BLVD, SAN ANTONIO, TX 78201",1952,1500,218921,165336,1
7337711,"122 JANIS RAE, SAN ANTONIO, TX 78201",1955,2129,325000,292820,1
7337714,"106 JANIS RAE, SAN ANTONIO, TX 78201",1952,1374,227341,186937,1
7338158,"6111 CATALINA AVE, SAN ANTONIO, TX 78201",1954,1476,221930,228880,1
7338637,"818 W WILDWOOD DR, SAN ANTONIO, TX 78201",1946,1154,216103,226600,1
7338755,"2106 CLOWER, SAN ANTONIO, TX 78201",1914,1296,222824,253020,1
7338756,"2415 W WILDWOOD DR, SAN ANTONIO, TX 78201",1930,1726,203298,177000,1
7338757,"2018 W HERMOSA DR, SAN ANTONIO, TX 78201",1948,903,177002,102486,1
7416749,"1811 W RIDGEWOOD CT, SAN ANTONIO, TX 78201",1949,1272,205622,222000,1
7416800,"1538 W MARIPOSA DR, SAN ANTONIO, TX 78201",1947,892,106965,111350,1
7454952,"245 MARY LOUISE DR, SAN ANTONIO, TX 78201",1930,2837,567436,514250,1
7454997,"1018 W KINGS HWY, SAN ANTONIO, TX 78201",1920,1030,270250,165000,0
7454998,"919 W LYNWOOD AVE, SAN ANTONIO, TX 78201",1922,1052,191613,150051,1
7455000,"1038 W KINGS HWY, SAN ANTONIO, TX 78201",1921,1857,389119,302974,0
7455001,"918 W GRAMERCY PL, SAN ANTONIO, TX 78201",1921,1279,204435,203510,1
7458460,"936 W MULBERRY AVE, SAN ANTONIO, TX 78201",1930,1418,361816,324960,1
7590971,"1730 SANTA BARBARA, SAN ANTONIO, TX 78201",1926,946,165891,126339,1
7591054,"1525 CINCINNATI AVE, SAN ANTONIO, TX 78201",1911,1792,342364,315610,1
7591124,"227 DALEHURST DR, SAN ANTONIO, TX 78201",1955,1911,224370,170962,1
7591215,"1439 W WILDWOOD DR, SAN ANTONIO, TX 78201",1965,1688,258887,269500,1
7594098,"517 VIENDO, SAN ANTONIO, TX 78201",2016,1464,274425,239966,1
7594099,"1535 SAN FRANCISCO, SAN ANTONIO, TX 78201",1940,1320,199294,147751,1
7594462,"2010 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1938,1388,304783,255000,1
7594464,"2315 W MISTLETOE AVE, SAN ANTONIO, TX 78201",1946,1144,266680,216090,1
7594466,"416 PEACOCK AVE, SAN ANTONIO, TX 78201",1930,1092,230000,149800,0
7594729,"226 GREENHAVEN DR, SAN ANTONIO, TX 78201",1952,856,122921,119550,1
7594730,"2055 LA MANDA BLVD, SAN ANTONIO, TX 78201",1954,1248,229855,159590,1
7594731,"106 GREENHAVEN DR, SAN ANTONIO, TX 78201",1953,1483,289650,179911,0
7594732,"136 DALEHURST DR, SAN ANTONIO, TX 78201",1954,1566,263769,270820,1
7594734,"2019 LA MANDA BLVD, SAN ANTONIO, TX 78201",1953,1658,233122,210595,1
7595043,"1250 W HERMOSA DR, SAN ANTONIO, TX 78201",1973,1400,206433,134253,1
7595044,"1638 W MARIPOSA DR, SAN ANTONIO, TX 78201",1948,946,231990,119032,0
7613863,"1824 W MULBERRY AVE, SAN ANTONIO, TX 78201",1938,1534,351911,286000,1
7613869,"1505 W ELSMERE PL, SAN ANTONIO, TX 78201",1938,1392,219580,169421,1
7613910,"310 E CRESTLINE DR, SAN ANTONIO, TX 78201",1954,2067,283345,264966,1
7613914,"938 W AGARITA AVE, SAN ANTONIO, TX 78201",1925,1383,304949,285000,1
7624206,"1430 W LYNWOOD AVE, SAN ANTONIO, TX 78201",1928,1016,203605,192230,1
7624207,"1518 W KINGS HWY, SAN ANTONIO, TX 78201",1925,1428,210150,165000,1
7624208,"1534 W KINGS HWY, SAN ANTONIO, TX 78201",1925,1059,222512,198295,1
7624209,"1442 FULTON AVE, SAN ANTONIO, TX 78201",1921,1212,277591,241347,1
7624210,"1431 W ROSEWOOD AVE, SAN ANTONIO, TX 78201",1948,1424,236288,219954,1
7624285,"1143 W LULLWOOD AVE, SAN ANTONIO, TX 78201",1915,716,186594,185630,1
7624297,"314 E GLENVIEW DR, SAN ANTONIO, TX 78201",1955,1081,169963,194230,1
7624298,"1014 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1920,1620,283861,260000,1
7624300,"1016 W AGARITA AVE, SAN ANTONIO, TX 78201",1920,1325,269288,251950,1
7624301,"1017 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1925,3106,623966,531468,0
7877394,"2042 W GRAMERCY PL, SAN ANTONIO, TX 78201",1930,2043,462750,410117,1
7877522,"119 COYLE PL, SAN ANTONIO, TX 78201",1951,1801,248607,259545,1
7895134,"250 MARY LOUISE DR, SAN ANTONIO, TX 78201",1929,4702,583692,514050,1
8108238,"1443 W LYNWOOD AVE, SAN ANTONIO, TX 78201",1945,1085,176847,196680,1
8209657,"1435 W SUMMIT AVE, SAN ANTONIO, TX 78201",1948,1064,177772,186770,1
8226508,"134 CLUB DR, SAN ANTONIO, TX 78201",1947,2058,449707,416290,1
8226582,"1222 W MARIPOSA DR, SAN ANTONIO, TX 78201",1955,1040,186242,137000,1
8226625,"1319 W ELSMERE PL, SAN ANTONIO, TX 78201",1941,1626,272228,256250,1
8226704,"2202 W LAUREL, SAN ANTONIO, TX 78201",1950,1451,168661,155000,1
8226736,"1203 W MARIPOSA DR, SAN ANTONIO, TX 78201",1950,1710,139727,140000,1
8246904,"441 DONALDSON AVE, SAN ANTONIO, TX 78201",1937,1495,288612,270000,1
8246905,"343 DONALDSON AVE, SAN ANTONIO, TX 78201",1928,1545,314459,244420,1
8246906,"303 DONALDSON AVE, SAN ANTONIO, TX 78201",1927,1403,418905,338460,0
8247073,"1502 MARDELL ST, SAN ANTONIO, TX 78201",1946,936,210000,151780,1
8247075,"1119 EL MONTE BLVD, SAN ANTONIO, TX 78201",1952,1416,220979,155154,1
8247113,"1219 W MARIPOSA DR, SAN ANTONIO, TX 78201",1954,1280,262500,185810,0
8247114,"1215 W HERMOSA DR, SAN ANTONIO, TX 78201",1950,1282,211294,222130,1
8247115,"1102 THORAIN BLVD, SAN ANTONIO, TX 78201",1950,1598,227675,241860,1
8247116,"1115 W MARIPOSA DR, SAN ANTONIO, TX 78201",1950,1406,211357,177955,1
8247238,"1354 W GRAMERCY PL, SAN ANTONIO, TX 78201",1961,1080,265750,124957,0
8247239,"1435 W KINGS HWY, SAN ANTONIO, TX 78201",1950,772,149746,143530,1
8247294,"709 WAVERLY AVE, SAN ANTONIO, TX 78201",1928,1232,201550,204930,1
8247295,"422 PRINCETON AVE, SAN ANTONIO, TX 78201",1950,1499,237694,245000,1
8247296,"1430 W ASHBY PL, SAN ANTONIO, TX 78201",1920,1400,264304,207745,1
8247473,"1822 EDISON DR, SAN ANTONIO, TX 78201",1928,1072,169081,185690,1
8247474,"1622 FRESNO, SAN ANTONIO, TX 78201",1940,1224,191922,139953,1
8247626,"110 LADDIE PL, SAN ANTONIO, TX 78201",1956,946,175128,156937,1
8247627,"3 CROMWELL DR, SAN ANTONIO, TX 78201",1949,1686,285824,309550,1
8287149,"1826 W FRENCH PL, SAN ANTONIO, TX 78201",1940,1828,358884,300000,1
8451988,"1728 THORAIN BLVD, SAN ANTONIO, TX 78201",1950,752,215500,91202,0
8513972,"103 EWING PL, SAN ANTONIO, TX 78201",1950,1321,232686,212295,1
8513980,"1240 EDISON DR, SAN ANTONIO, TX 78201",1948,1673,284680,296350,1
8514003,"1007 FULTON AVE, SAN ANTONIO, TX 78201",1930,1368,268760,217800,1
8533809,"135 NORFOLK PL, SAN ANTONIO, TX 78201",1950,1266,213763,200200,1
8533810,"406 LADDIE PL, SAN ANTONIO, TX 78201",1963,1480,235974,217259,1
8533866,"1102 ALAMETOS, SAN ANTONIO, TX 78201",1946,1314,221804,138600,0
8533867,"1226 SACRAMENTO, SAN ANTONIO, TX 78201",1945,1260,218438,148530,1
8533976,"931 W ELSMERE PL, SAN ANTONIO, TX 78201",1925,1332,334788,248403,0
8533977,"1003 W ELSMERE PL, SAN ANTONIO, TX 78201",1914,940,244090,238080,1
8534093,"1236 WAVERLY AVE, SAN ANTONIO, TX 78201",1923,2140,291819,237954,1
8534094,"2215 W LAUREL, SAN ANTONIO, TX 78201",1908,1128,132339,67308,1
8534113,"1038 FULTON AVE, SAN ANTONIO, TX 78201",1946,1440,367107,305290,1
8534118,"1935 W RIDGEWOOD CT, SAN ANTONIO, TX 78201",1925,1043,205012,136139,1
8571854,"223 COYLE PL, SAN ANTONIO, TX 78201",1950,1555,233353,214500,1
8571856,"401 FURR DR, SAN ANTONIO, TX 78201",1955,2038,355745,367162,1
8576935,"1207 THORAIN BLVD, SAN ANTONIO, TX 78201",1951,1596,227452,157418,1
8685546,"622 TEXAS AVE, SAN ANTONIO, TX 78201",1940,1368,193433,200000,1
8690025,"1618 W CRAIG PL, SAN ANTONIO, TX 78201",1924,1128,219772,126270,0
8690026,"115 TINER AVE, SAN ANTONIO, TX 78201",1930,1404,190952,200000,1
8690029,"705 KENTUCKY AVE, SAN ANTONIO, TX 78201",1937,672,110398,96501,1
8690031,"531 CINCINNATI AVE, SAN ANTONIO, TX 78201",1920,1696,243776,237160,1
8690032,"1746 W CRAIG PL, SAN ANTONIO, TX 78201",1956,912,188647,208970,1
8819461,"459 CLUB DR, SAN ANTONIO, TX 78201",1941,2156,406914,346617,1
8819540,"463 FURR DR, SAN ANTONIO, TX 78201",1936,1760,300250,320000,1
8845475,"1915 W MULBERRY AVE, SAN ANTONIO, TX 78201",1930,2382,309825,397580,0
8857045,"1710 W HILDEBRAND AVE, SAN ANTONIO, TX 78201",1939,1496,253468,248000,1
8858008,"221 PLEASANT DR, BALCONES HEIGHTS, TX 78201",1960,967,202855,167011,1
8858011,"206 LEISURE DR, BALCONES HEIGHTS, TX 78201",1976,1428,220883,193391,1
8859541,"1030 W HERMOSA DR, SAN ANTONIO, TX 78201",1946,936,195500,81263,0
8859545,"1730 THORAIN BLVD, SAN ANTONIO, TX 78201",1929,1014,200681,187350,1
8865368,"827 W WILDWOOD DR, SAN ANTONIO, TX 78201",1948,760,220862,231590,1
8865382,"1735 HERMINE BLVD, SAN ANTONIO, TX 78201",1947,1064,150485,149940,1
8865383,"1803 MARDELL ST, SAN ANTONIO, TX 78201",1940,1044,193344,155000,1
8933709,"724 VIENDO, SAN ANTONIO, TX 78201",1929,1156,185486,145815,1
8940683,"2326 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1946,1399,247262,228854,1
8968450,"1702 LEE HALL, SAN ANTONIO, TX 78201",1926,1534,222207,243200,1
8990947,"1132 W ROSEWOOD AVE, SAN ANTONIO, TX 78201",1925,1284,234244,244020,1
8993540,"307 NORTH DR, SAN ANTONIO, TX 78201",1936,1177,275009,248250,1
9124653,"1503 TEXAS AVE, SAN ANTONIO, TX 78201",1928,1584,204140,230860,1
9231004,"1520 LEE HALL, SAN ANTONIO, TX 78201",1945,850,167606,59807,0
9286979,"530 CRESTVIEW DR, SAN ANTONIO, TX 78201",1955,1180,206227,223330,1
9294256,"2110 SANTA BARBARA, SAN ANTONIO, TX 78201",1948,1159,226917,146106,0
9302497,"2002 SANTA BARBARA, SAN ANTONIO, TX 78201",1945,1133,178414,145056,1
9302500,"2205 W OLMOS DR, SAN ANTONIO, TX 78201",1942,960,199693,197930,1
9302501,"2201 W OLMOS DR, SAN ANTONIO, TX 78201",1942,2346,447156,409200,1
9313759,"255 QUENTIN DR, SAN ANTONIO, TX 78201",1947,1428,288702,228000,1
9313770,"146 NORTH DR, SAN ANTONIO, TX 78201",1928,1353,202250,185000,1
9322854,"218 BABCOCK RD, SAN ANTONIO, TX 78201",1952,1366,241446,165057,0
9322921,"1438 W HOLLYWOOD AVE, SAN ANTONIO, TX 78201",1948,1020,207705,140818,1
9323044,"935 MCILVAINE, SAN ANTONIO, TX 78201",1946,1656,245673,158904,0
9326103,"1534 SAN ANGELO, SAN ANTONIO, TX 78201",1947,896,161743,106438,1
9326104,"1610 LA MANDA BLVD, SAN ANTONIO, TX 78201",1941,856,159859,110960,1
9326126,"531 VIENDO, SAN ANTONIO, TX 78201",1984,2143,377000,286020,0
9326127,"1530 W ROSEWOOD AVE, SAN ANTONIO, TX 78201",1927,1079,154478,102379,1
9326128,"1530 W LULLWOOD AVE, SAN ANTONIO, TX 78201",1940,1367,201488,154740,1
9326129,"1522 W HOLLYWOOD AVE, SAN ANTONIO, TX 78201",1927,1532,248266,173396,1
9326131,"1267 W ELSMERE PL, SAN ANTONIO, TX 78201",1965,1228,213697,191970,1
9326132,"1330 W ROSEWOOD AVE, SAN ANTONIO, TX 78201",1939,1024,135073,120250,1
9326133,"1334 W ROSEWOOD AVE, SAN ANTONIO, TX 78201",1935,2018,321646,272855,1
9326134,"610 VIENDO, SAN ANTONIO, TX 78201",1947,864,222970,196170,1
9326389,"1602 WAVERLY AVE, SAN ANTONIO, TX 78201",1950,1558,214557,222500,1
9326543,"1107 LA MANDA BLVD, SAN ANTONIO, TX 78201",1950,672,164750,136510,1
9326591,"1125 SANTA ANNA, SAN ANTONIO, TX 78201",1924,879,115356,111990,1
9326592,"1145 SANTA ANNA, SAN ANTONIO, TX 78201",1924,934,168408,113559,1
9326655,"329 CLUB DR, SAN ANTONIO, TX 78201",1940,2229,515000,259770,0
9326656,"207 CLUB DR, SAN ANTONIO, TX 78201",1931,2144,401015,417000,1
9326657,"2002 W GRAMERCY PL, SAN ANTONIO, TX 78201",1940,2810,604750,583000,1
9326658,"307 FURR DR, SAN ANTONIO, TX 78201",1927,1330,347703,280932,1
9326659,"2008 W GRAMERCY PL, SAN ANTONIO, TX 78201",1939,1680,350750,363968,1
9326660,"2051 W GRAMERCY PL, SAN ANTONIO, TX 78201",1948,1596,336993,324290,1
9326661,"258 QUENTIN DR, SAN ANTONIO, TX 78201",1940,2021,377548,353574,1
9326662,"1942 W GRAMERCY PL, SAN ANTONIO, TX 78201",1929,1680,359750,273620,0
9326663,"2043 W GRAMERCY PL, SAN ANTONIO, TX 78201",1948,1452,164189,154000,1
9326690,"1133 W MISTLETOE AVE, SAN ANTONIO, TX 78201",1920,1820,341036,310000,1
9326691,"1310 W CRAIG PL, SAN ANTONIO, TX 78201",1921,1212,250665,129546,0
9326692,"1114 W CRAIG PL, SAN ANTONIO, TX 78201",1915,1796,259876,226279,1
9326693,"1139 W AGARITA AVE, SAN ANTONIO, TX 78201",1925,1235,278292,253480,1
9326694,"1436 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1928,1232,392513,221800,0
9339261,"343 QUENTIN DR, SAN ANTONIO, TX 78201",1948,1388,302704,273250,1
9339262,"326 LEMING DR, SAN ANTONIO, TX 78201",1949,1082,230604,172764,1
9339263,"401 MARY LOUISE DR, SAN ANTONIO, TX 78201",1936,3147,574828,588217,1
9339265,"136 CINCINNATI AVE, SAN ANTONIO, TX 78201",2003,1117,257146,226052,1
9339266,"117 YALE AVE, SAN ANTONIO, TX 78201",1915,2758,585000,273720,0
9339267,"1122 W ASHBY PL, SAN ANTONIO, TX 78201",1924,1338,271951,195331,0
9339268,"120 CORNELL AVE, SAN ANTONIO, TX 78201",1930,1414,167844,102124,1
9429332,"927 SACRAMENTO, SAN ANTONIO, TX 78201",1931,933,177553,108489,1
9429343,"2047 W LAUREL, SAN ANTONIO, TX 78201",1947,812,90918,93090,1
9429773,"1828 W MULBERRY AVE, SAN ANTONIO, TX 78201",1938,1244,343824,287885,1
9429780,"1918 W CRAIG PL, SAN ANTONIO, TX 78201",1984,919,184217,289080,0
9431266,"1006 W LULLWOOD AVE, SAN ANTONIO, TX 78201",1924,792,164903,130000,1
9433013,"1925 W MISTLETOE AVE, SAN ANTONIO, TX 78201",1946,1388,347059,275715,1
9433015,"1815 W HUISACHE AVE, SAN ANTONIO, TX 78201",1936,1960,371112,319440,1
9433016,"1734 W MISTLETOE AVE, SAN ANTONIO, TX 78201",1942,1661,364280,299475,1
9433017,"1706 W MULBERRY AVE, SAN ANTONIO, TX 78201",1920,1280,144786,155502,1
9433022,"2010 W CRAIG PL, SAN ANTONIO, TX 78201",1948,1430,336322,296120,1
9466466,"2127 FRESNO, SAN ANTONIO, TX 78201",1936,1060,195900,137212,1
9518504,"1922 W HUISACHE AVE, SAN ANTONIO, TX 78201",1927,1696,317502,303000,1
9550778,"1546 W LULLWOOD AVE, SAN ANTONIO, TX 78201",1940,1144,211192,148125,1
9550785,"923 MCILVAINE, SAN ANTONIO, TX 78201",1937,1846,271836,190781,0
9550791,"915 W LYNWOOD AVE, SAN ANTONIO, TX 78201",1919,1388,314500,313000,1
9551919,"1631 W HOLLYWOOD AVE, SAN ANTONIO, TX 78201",1945,1392,262442,227758,1
9551920,"1622 W LULLWOOD AVE, SAN ANTONIO, TX 78201",1946,1534,251083,172579,0
9551934,"914 ALAMETOS, SAN ANTONIO, TX 78201",1941,1832,235635,244030,1
9551943,"934 W ELSMERE PL, SAN ANTONIO, TX 78201",1925,998,284223,245160,1
9551944,"930 W ELSMERE PL, SAN ANTONIO, TX 78201",1925,1310,321785,277560,1
9584937,"718 VENICE, SAN ANTONIO, TX 78201",1953,1010,166790,135840,1
9596727,"1530 W LAUREL, SAN ANTONIO, TX 78201",1940,1200,221250,113175,0
9596790,"2052 W SUMMIT AVE, SAN ANTONIO, TX 78201",1941,1356,357053,329000,1
9783166,"1535 W LYNWOOD AVE, SAN ANTONIO, TX 78201",1928,864,187698,137018,1
9834480,"135 YALE AVE, SAN ANTONIO, TX 78201",1922,1194,176463,170000,1
9904901,"1633 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1927,1242,252750,179587,1
9905041,"835 LOVERA BLVD, SAN ANTONIO, TX 78201",1952,1492,237588,217570,1
9905056,"1535 EDISON DR, SAN ANTONIO, TX 78201",1946,804,192639,160182,1
9906072,"1503 W HUISACHE AVE, SAN ANTONIO, TX 78201",1920,3250,717255,629200,0
9906073,"1605 W SUMMIT AVE, SAN ANTONIO, TX 78201",1927,1258,292030,294080,1
9906074,"1651 W MULBERRY AVE, SAN ANTONIO, TX 78201",1946,2582,299699,246235,1
9906075,"1638 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1928,1688,297900,320169,1
9906076,"1632 W SUMMIT AVE, SAN ANTONIO, TX 78201",1945,1680,351402,327096,1
9906331,"1614 N COMAL, SAN ANTONIO, TX 78201",1926,1416,280043,249070,1
9906407,"1315 W LULLWOOD AVE, SAN ANTONIO, TX 78201",1949,1166,215309,160000,1
9906408,"1529 SANTA BARBARA, SAN ANTONIO, TX 78201",1962,1148,161247,174480,1
9906409,"1129 W SUMMIT AVE, SAN ANTONIO, TX 78201",1925,1205,258212,198000,1
9906410,"851 SAN ANGELO, SAN ANTONIO, TX 78201",1950,1168,200282,212760,1
9906411,"923 SAN ANGELO, SAN ANTONIO, TX 78201",1953,1530,241861,220000,1
9906444,"1511 SACRAMENTO, SAN ANTONIO, TX 78201",1946,816,182072,148000,1
9945361,"1334 CLOWER, SAN ANTONIO, TX 78201",1941,888,212851,150590,1
9956246,"1214 W HERMOSA DR, SAN ANTONIO, TX 78201",1945,1280,201258,131166,1
10015924,"219 NORTHILL DR, SAN ANTONIO, TX 78201",1952,1168,203211,176186,1
10024394,"266 NORTHILL DR, SAN ANTONIO, TX 78201",1951,1778,318554,286880,1
10024397,"102 DANVILLE AVE, SAN ANTONIO, TX 78201",1951,1725,278411,244370,1
10024446,"1714 W LAUREL, SAN ANTONIO, TX 78201",1940,1167,160016,79516,0
10043085,"2008 EL MONTE BLVD, SAN ANTONIO, TX 78201",1950,1152,209252,190000,1
10087619,"2307 W KINGS HWY, SAN ANTONIO, TX 78201",1941,2901,486365,482282,1
10121024,"1809 SAN ANGELO, SAN ANTONIO, TX 78201",1948,876,170500,117212,1
10122285,"2003 W MISTLETOE AVE, SAN ANTONIO, TX 78201",1932,1914,360536,374690,1
10168954,"1002 LOVERA BLVD, SAN ANTONIO, TX 78201",1950,820,186750,172130,1
10177138,"850 SAN ANGELO, SAN ANTONIO, TX 78201",1952,988,164049,164370,1
10177140,"1246 THORAIN BLVD, SAN ANTONIO, TX 78201",1958,748,189500,134700,1
10180058,"951 CULEBRA RD, SAN ANTONIO, TX 78201",1939,756,134750,38570,0
10180766,"218 NORTH DR, SAN ANTONIO, TX 78201",1922,2090,199086,242000,1
10200472,"2114 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1935,1847,366428,371990,1
10200473,"2102 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1935,1527,354397,296510,1
10200474,"2039 W WOODLAWN AVE, SAN ANTONIO, TX 78201",1940,1336,300134,217038,0
10200475,"2164 W HUISACHE AVE, SAN ANTONIO, TX 78201",1936,1606,341165,285440,1
10202268,"210 CLUB DR, SAN ANTONIO, TX 78201",1932,2080,472617,338728,0
10202269,"434 FURR DR, SAN ANTONIO, TX 78201",1940,1926,401168,330000,1
10207651,"2370 W MULBERRY AVE, SAN ANTONIO, TX 78201",1947,1368,281924,252379,1
10215205,"1247 SANTA ANNA, SAN ANTONIO, TX 78201",1930,1194,200344,188120,1
10215206,"1338 SANTA ANNA, SAN ANTONIO, TX 78201",1941,864,185591,86065,0
10215207,"1215 SANTA ANNA, SAN ANTONIO, TX 78201",1940,1276,202186,155915,1
10215212,"310 KAMPMANN BLVD, SAN ANTONIO, TX 78201",1943,2005,333810,331680,1
10215214,"2227 W KINGS HWY, SAN ANTONIO, TX 78201",1936,1352,238000,380000,0
10215216,"137 BEVERLY DR, SAN ANTONIO, TX 78201",1950,2170,386533,347899,1
10215218,"2314 W SUMMIT AVE, SAN ANTONIO, TX 78201",1947,2021,311983,315000,1
10220779,"301 FURR DR, SAN ANTONIO, TX 78201",1930,1880,425774,337663,0
10220803,"103 RANCHO BLANCO BLVD, SAN ANTONIO, TX 78201",1954,1032,202807,143271,1
10252445,"1103 W MARIPOSA DR, SAN ANTONIO, TX 78201",1953,1238,215750,125000,0
10252449,"1736 PASADENA, SAN ANTONIO, TX 78201",1939,1599,235113,223959,1
10252681,"210 VENICE, SAN ANTONIO, TX 78201",1950,1006,243579,167420,0
10252710,"219 PRINCETON AVE, SAN ANTONIO, TX 78201",1930,1230,195737,220000,1
10355864,"1010 W RIDGEWOOD CT, SAN ANTONIO, TX 78201",1930,1826,326250,370550,1
10436176,"1730 FRESNO, SAN ANTONIO, TX 78201",1923,1092,161344,177710,1
10436311,"2358 W MULBERRY AVE, SAN ANTONIO, TX 78201",1947,1374,207876,198000,1
10436641,"1822 SANTA BARBARA, SAN ANTONIO, TX 78201",1923,1131,170950,128706,1
10436642,"1626 LEE HALL, SAN ANTONIO, TX 78201",1935,1150,214421,208000,1
10436643,"2019 EDISON DR, SAN ANTONIO, TX 78201",1946,1640,288908,182789,0
10436644,"1931 CLOWER, SAN ANTONIO, TX 78201",1946,1444,201660,204760,1
10436645,"1551 W ROSEWOOD AVE, SAN ANTONIO, TX 78201",1927,1038,207684,191156,1
10436646,"1538 W LULLWOOD AVE, SAN ANTONIO, TX 78201",1955,1337,199932,207280,1
10436648,"2301 SACRAMENTO, SAN ANTONIO, TX 78201",1932,861,292736,285000,1
10437078,"2334 W SUMMIT AVE, SAN ANTONIO, TX 78201",1953,2528,384817,397945,1
10437914,"1712 MARDELL ST, SAN ANTONIO, TX 78201",1941,888,150960,146370,1
10498818,"1239 EDISON DR, SAN ANTONIO, TX 78201",1947,884,158681,114149,1
10498823,"1414 SANTA BARBARA, SAN ANTONIO, TX 78201",1935,1062,207500,90013,0
10498844,"2209 W OLMOS DR, SAN ANTONIO, TX 78201",1942,975,179884,115152,1
10498901,"1215 EL MONTE BLVD, SAN ANTONIO, TX 78201",1952,1316,244561,199283,1
10498925,"1323 ALAMETOS, SAN ANTONIO, TX 78201",1941,944,233460,165170,1
10506327,"1121 LEE HALL, SAN ANTONIO, TX 78201",1940,1372,161809,127000,1
10506338,"1617 SANTA BARBARA, SAN ANTONIO, TX 78201",1934,936,190251,99202,0
10506339,"1602 PASADENA, SAN ANTONIO, TX 78201",1949,1419,262999,173478,0
10506340,"1533 SANTA BARBARA, SAN ANTONIO, TX 78201",1995,1060,195606,160008,1
10506415,"2313 LEE HALL, SAN ANTONIO, TX 78201",1945,1195,102863,96000,1
10506416,"1825 W HERMOSA DR, SAN ANTONIO, TX 78201",1940,700,203500,149260,1
10506417,"346 LEMING DR, SAN ANTONIO, TX 78201",1951,1535,285521,192500,0
10506418,"1811 W HERMOSA DR, SAN ANTONIO, TX 78201",1946,1276,209505,182665,1
10506600,"1210 EL MONTE BLVD, SAN ANTONIO, TX 78201",1953,1134,196854,132624,1
10506601,"1106 LA MANDA BLVD, SAN ANTONIO, TX 78201",1950,977,164228,115917,1
10553965,"2919 HILLCREST DR, SAN ANTONIO, TX 78201",1954,2252,218414,289290,1
10554015,"57 EWING PL, SAN ANTONIO, TX 78201",1952,1292,212163,188360,1
10560573,"510 CRESTVIEW DR, SAN ANTONIO, TX 78201",1955,1150,212836,182916,1
10560575,"231 SHADYVIEW DR, BALCONES HEIGHTS, TX 78201",1979,1596,239547,230000,1
10560578,"534 CRESTVIEW DR, SAN ANTONIO, TX 78201",1954,1260,207770,225000,1
10560676,"1637 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1924,2140,267784,215211,1
10560677,"1940 W MULBERRY AVE, SAN ANTONIO, TX 78201",1925,1498,332927,305000,1
10560678,"825 KENTUCKY AVE, SAN ANTONIO, TX 78201",1940,1736,248297,238650,1
10560679,"210 N JOSEPHINE TOBIN DR, SAN ANTONIO, TX 78201",1951,1908,403612,406560,1
10560680,"1912 W MULBERRY AVE, SAN ANTONIO, TX 78201",1940,1537,328133,276000,1
10560681,"1919 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1927,1532,350125,338148,1
10560682,"1804 N HAMILTON ST, SAN ANTONIO, TX 78201",1938,1856,248574,271210,1
10560683,"1114 WAVERLY AVE, SAN ANTONIO, TX 78201",1926,1272,190694,171331,1
10560684,"1840 W HUISACHE AVE, SAN ANTONIO, TX 78201",1941,2420,464248,302500,0
10560765,"1621 KENTUCKY AVE, SAN ANTONIO, TX 78201",1950,2068,312862,264900,1
10560812,"254 ERSKINE PL, SAN ANTONIO, TX 78201",1951,1056,196170,184890,1
10560813,"113 BERWICK DR, SAN ANTONIO, TX 78201",1950,1782,276466,231433,1
10655725,"507 DONALDSON AVE, SAN ANTONIO, TX 78201",1925,2526,386815,407056,1
